namelist_title,namelist_author,namelist_id,an_assault_army,an_clone_army,an_defense_army,an_gene_warrior_army,an_industrial_army,an_machine_assault_1,an_machine_assault_2,an_machine_assault_3,an_machine_defense,an_occupation_army,an_postatomic_army,an_primitive_army,an_psionic_army,an_robotic_army,an_robotic_defense_army,an_robotic_occupation_army,an_slave_army,an_undead_army,an_xenomorph_army,cn_first_names_female,cn_first_names_male,cn_regnal_first_names_female,cn_regnal_first_names_male,cn_regnal_second_names,cn_second_names,fn_fleet_names,fn_random_names,pn_alpine_planets,pn_arctic_planets,pn_arid_planets,pn_continental_planets,pn_desert_planets,pn_gaia_planets,pn_generic_planets,pn_ocean_planets,pn_savannah_planets,pn_tropical_planets,pn_tundra_planets,sn_battle_cruiser,sn_battleship,sn_carrier,sn_colonizer,sn_colossus,sn_constructor,sn_corvette,sn_cruiser,sn_destroyer,sn_dreadnought,sn_exploration_ship,sn_flagship,sn_frigate,sn_generic,sn_headquarters,sn_ion_cannon,sn_juggernaut,sn_military_station_large,sn_military_station_medium,sn_military_station_small,sn_science,sn_sponsored_colonizer,sn_striker_cruiser,sn_titan,sn_transport,sn_xl_cannon
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voluntas Minervae,,,,,,Scipio Tempestas,Voluntas Minervae,Quirini Sagitta,,,,Victoriae Gladius,,,,,,,,,,Apollo's Ire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pugio Telluris,,,,,,Scipio Tonitrua,Pugio Telluris,Tutelae Tempestas,,,,Quirini Valor,,,,,,,,,,Faunus's Sagitta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voluntas Dianae,,,,,,Vox Bellonae,Voluntas Dianae,Quirini Hasta,,,,Timoris Ira,,,,,,,,,,Will of Faunus,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Virtus Jani,,,,,,Voluntas Bellonae,Virtus Jani,Praetoriae Hasta,,,,Audacia Fortunae,,,,,,,,,,Faunus's Storm,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ira Jani,,,,,,Fulmen Bellonae,Ira Jani,Pugio Martis,,,,Pavoris Valor,,,,,,,,,,Neptune's Tenacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ignis Jani,,,,,,Pugnus Bellonae,Ignis Jani,Sagitta Fidei,,,,Furor Concordiae,,,,,,,,,,Juno's Valor,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Furor Cereris,,,,,,Vis Bellonae,Furor Cereris,Metus Virtus,,,,Procella Volusiani,,,,,,,,,,Minerva's Spatha,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrus Vestae,,,,,,Vox Victoriae,Carrus Vestae,Hasta Fortunae,,,,Tonitrus Honoris,,,,,,,,,,Tellus's Pugio,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Virtus Vestae,,,,,,Voluntas Victoriae,Virtus Vestae,Pugnus Felicitatis,,,,Victoriae Furor,,,,,,,,,,Will of Ceres,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vigilantia Junonis,,,,,,Fulmen Victoriae,Vigilantia Junonis,Furor Manii,,,,Disciplinae Ignis,,,,,,,,,,Jupiter's Vigil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tenacitas Veneris,,,,,,Pugnus Victoriae,Tenacitas Veneris,Gladius Fidei,,,,Voluntas Tychonis,,,,,,,,,,Ceres's Gladius,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pugnus Jovis,,,,,,Vis Victoriae,Pugnus Jovis,Vis Honoris,,,,Pavoris Tonitruum,,,,,,,,,,Diana's Pilum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sagitta Minervae,,,,,,Vox Martis,Sagitta Minervae,Pugnus Tychonis,,,,Vis Victoriae,,,,,,,,,,Might of Mercury,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilum Dianae,,,,,,Voluntas Martis,Pilum Dianae,Fulmen Tychonis,,,,Tempestas Martis,,,,,,,,,,Ceres's Ire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vigilantia Minervae,,,,,,Fulmen Martis,Vigilantia Minervae,Pavoris Virtus,,,,Imperium Honoris,,,,,,,,,,Fist of Bacchus,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tempestas Veneris,,,,,,Pugnus Martis,Tempestas Veneris,Ultoris Furor,,,,Vindex Gladius,,,,,,,,,,Pluto's Fury,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fulmen Vestae,,,,,,Vis Martis,Fulmen Vestae,Virtus Bellonae,,,,Fulmen Virtutis,,,,,,,,,,Wrath of Sol,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hasta Vulcani,,,,,,Vox Virtutis,Hasta Vulcani,Vis Fortunae,,,,Spatha Bellonae,,,,,,,,,,Tellus's Sagitta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ira Jovis,,,,,,Voluntas Virtutis,Ira Jovis,Ultoris Hasta,,,,Quirini Scutum,,,,,,,,,,Fortuna's Audacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fulmen Telluris,,,,,,Fulmen Virtutis,Fulmen Telluris,Scipio Tempestas,,,,Voluntas Fortunae,,,,,,,,,,Venus's Audacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tenacitas Dianae,,,,,,Pugnus Virtutis,Tenacitas Dianae,Ira Scipionis,,,,Honoris Tempestas,,,,,,,,,,Saturn's Audacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sagitta Lunae,,,,,,Vis Virtutis,Sagitta Lunae,Sagitta Virtutis,,,,Ira Tutelae,,,,,,,,,,Neptune's Thunder,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hasta Bacchi,,,,,,Vox Fortunae,Hasta Bacchi,Timoris Scutum,,,,Pugio Manii,,,,,,,,,,Luna's Hasta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sagitta Junonis,,,,,,Voluntas Fortunae,Sagitta Junonis,Scutum Fidei,,,,Victoriae Pilum,,,,,,,,,,Faunus's Fire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Audacia Saturni,,,,,,Fulmen Fortunae,Audacia Saturni,Gladius Honoris,,,,Vindex Sagitta,,,,,,,,,,Luna's Pilum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spatha Cupidinis,,,,,,Pugnus Fortunae,Spatha Cupidinis,Vindex Tenacitas,,,,Pilum Felicitatis,,,,,,,,,,Apollo's Vigil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Furor Vulcani,,,,,,Vis Fortunae,Furor Vulcani,Timoris Hasta,,,,Pilum Martis,,,,,,,,,,Diana's Gladius,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voluntas Neptuni,,,,,,Vox Felicitatis,Voluntas Neptuni,Pugnus Iustitiae,,,,Metus Pilum,,,,,,,,,,Venus's Tenacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vox Minervae,,,,,,Voluntas Felicitatis,Vox Minervae,Vox Quirini,,,,Vis Ultoris,,,,,,,,,,Saturn's Spatha,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gladius Fortunae,,,,,,Fulmen Felicitatis,Gladius Fortunae,Victoriae Virtus,,,,Timoris Currus,,,,,,,,,,Luna's Tenacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sagitta Jani,,,,,,Pugnus Felicitatis,Sagitta Jani,Vox Manii,,,,Imperium Fidei,,,,,,,,,,Diana's Fire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scutum Solis,,,,,,Vis Felicitatis,Scutum Solis,Metus Scutum,,,,Praetoriae Tempestas,,,,,,,,,,Cupid's Chariot,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ignis Mercurii,,,,,,Vox Concordiae,Ignis Mercurii,Timoris Tenacitas,,,,Justitiae Virtus,,,,,,,,,,Cupid's Hasta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ira Vulcani,,,,,,Voluntas Concordiae,Ira Vulcani,Furor Bellonae,,,,Pugnus Tutelae,,,,,,,,,,Fortuna's Fury,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scutum Apollinis,,,,,,Fulmen Concordiae,Scutum Apollinis,Fulmen Bellonae,,,,Carrus Felicitatis,,,,,,,,,,Minerva's Ire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vox Jovis,,,,,,Pugnus Concordiae,Vox Jovis,Carrus Felicitatis,,,,Vox Praetoriae,,,,,,,,,,Vulcan's Scutum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voluntas Apollinis,,,,,,Vis Concordiae,Voluntas Apollinis,Victoriae Ignis,,,,Scipio Spatha,,,,,,,,,,Mercury's Hasta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilum Fortunae,,,,,,Vox Fidei,Pilum Fortunae,Tempestas Bellonae,,,,Timoris Hasta,,,,,,,,,,Pluto's Fire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scutum Telluris,,,,,,Voluntas Fidei,Scutum Telluris,Honoris Tempestas,,,,Scipio Sagitta,,,,,,,,,,Neptune's Pilum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vis Junonis,,,,,,Fulmen Fidei,Vis Junonis,Timoris Furor,,,,Tonitrus Martis,,,,,,,,,,Faunus's Pugio,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fulmen Neptuni,,,,,,Pugnus Fidei,Fulmen Neptuni,Scipio Tenacitas,,,,Fulmen Concordiae,,,,,,,,,,Vesta's Chariot,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vigilantia Cupidinis,,,,,,Vis Fidei,Vigilantia Cupidinis,Tychon Hasta,,,,Justitiae Hasta,,,,,,,,,,Vesta's Ire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Audacia Veneris,,,,,,Vox Honoris,Audacia Veneris,Justitiae Audacia,,,,Imperium Fortunae,,,,,,,,,,Will of Mars,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vox Bacchi,,,,,,Voluntas Honoris,Vox Bacchi,Pavoris Vigilia,,,,Tutelae Hasta,,,,,,,,,,Cupid's Gladius,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pugnus Telluris,,,,,,Fulmen Honoris,Pugnus Telluris,Voluntas Vindex,,,,Procella Fortunae,,,,,,,,,,Neptune's Vigil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrus Minervae,,,,,,Pugnus Honoris,Carrus Minervae,Vox Timoris,,,,Timoris Valor,,,,,,,,,,Luna's Thunder,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fulmen Bacchi,,,,,,Vis Honoris,Fulmen Bacchi,Fulmen Tutelae,,,,Timoris Spatha,,,,,,,,,,Venus's Scutum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sagitta Dianae,,,,,,Vox Iustitiae,Sagitta Dianae,Timoris Spatha,,,,Voluntas Pavoris,,,,,,,,,,Tellus's Hasta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonitrus Saturni,,,,,,Furor Iustitiae,Tonitrus Saturni,Fulmen Timoris,,,,Spatha Felicitatis,,,,,,,,,,Fortuna's Storm,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tenacitas Vulcani,,,,,,Voluntas Iustitiae,Tenacitas Vulcani,Tutelae Valor,,,,Praetoriae Vigilia,,,,,,,,,,Tellus's Rage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hasta Telluris,,,,,,Fulmen Iustitiae,Hasta Telluris,Vis Vindex,,,,Quirini Ignis,,,,,,,,,,Jupiter's Rage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vigilantia Telluris,,,,,,Pugnus Iustitiae,Vigilantia Telluris,Praetoriae Furor,,,,Scutum Martis,,,,,,,,,,Ceres's Tempest,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Imperium Apollinis,,,,,,Vis Iustitiae,Imperium Apollinis,Fulmen Praetoriae,,,,Quirini Iracundia,,,,,,,,,,Mars's Thunder,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vox Ceres,,,,,,Vox Ultoris,Vox Ceres,Vindex Ira,,,,Hasta Honoris,,,,,,,,,,Jupiter's Ire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voluntas Fauni,,,,,,Furor Ultoris,Voluntas Fauni,Spatha Concordiae,,,,Vis Fortunae,,,,,,,,,,Might of Venus,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrus Martis,,,,,,Voluntas Ultoris,Carrus Martis,Metus Gladius,,,,Timoris Vigilia,,,,,,,,,,Neptune's Spatha,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Furor Solis,,,,,,Fulmen Ultoris,Furor Solis,Scutum Manii,,,,Victoriae Currus,,,,,,,,,,Fortuna's Fire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fulmen Veneris,,,,,,Pugnus Ultoris,Fulmen Veneris,Tenacitas Victoriae,,,,Fulmen Fidei,,,,,,,,,,Fortuna's Tempest,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spatha Jani,,,,,,Vis Ultoris,Spatha Jani,Spatha Martis,,,,Quirini Spatha,,,,,,,,,,Venus's Thunder,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonitrus Vestae,,,,,,Vox Pavoris,Tonitrus Vestae,Victoriae Spatha,,,,Vis Manii,,,,,,,,,,Sol's Valor,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tenacitas Saturni,,,,,,Furor Pavoris,Tenacitas Saturni,Scipio Virtus,,,,Pugnus Timoris,,,,,,,,,,Saturn's Fire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Furor Vestae,,,,,,Voluntas Pavoris,Furor Vestae,Vis Felicitatis,,,,Pugnus Felicitatis,,,,,,,,,,Apollo's Courage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hasta Solis,,,,,,Fulmen Pavoris,Hasta Solis,Pavoris Ignis,,,,Pilum Volusiani,,,,,,,,,,Fist of Venus,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vis Minervae,,,,,,Pugnus Pavoris,Vis Minervae,Sagitta Martis,,,,Spatha Volusiani,,,,,,,,,,Jupiter's Audacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spatha Junonis,,,,,,Vis Pavoris,Spatha Junonis,Ultoris Ira,,,,Ultoris Currus,,,,,,,,,,Faunus's Ire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrus Mercurii,,,,,,Vox Timoris,Carrus Mercurii,Fulmen Honoris,,,,Voluntas Disciplinae,,,,,,,,,,Apollo's Scutum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Virtus Cereris,,,,,,Ira Timoris,Virtus Cereris,Scutum Honoris,,,,Disciplinae Hasta,,,,,,,,,,Vesta's Spatha,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voluntas Junonis,,,,,,Voluntas Timoris,Voluntas Junonis,Justitiae Furor,,,,Vindex Furor,,,,,,,,,,Faunus's Command,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tenacitas Lunae,,,,,,Fulmen Timoris,Tenacitas Lunae,Ira Victoriae,,,,Sagitta Fortunae,,,,,,,,,,Mercury's Gladius,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pugnus Cereris,,,,,,Pugnus Timoris,Pugnus Cereris,Victoriae Sagitta,,,,Pavoris Gladius,,,,,,,,,,Vesta's Tempest,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vis Timoris,,Sagitta Fortunae,,,,Pugnus Metus,,,,,,,,,,Sol's Thunder,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vox Disciplinae,,Pugnus Manii,,,,Tonitrus Felicitatis,,,,,,,,,,Bolt of Mercury,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ira Disciplinae,,Quirini Pugio,,,,Timoris Ignis,,,,,,,,,,Mars's Tempest,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voluntas Disciplinae,,Pugio Honoris,,,,Vis Virtutis,,,,,,,,,,Mercury's Sagitta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fulmen Disciplinae,,Spatha Bellonae,,,,Metus Furor,,,,,,,,,,Faunus's Courage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pugnus Disciplinae,,Vox Pavoris,,,,Pilum Fidei,,,,,,,,,,Juno's Pugio,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vis Disciplinae,,Justitiae Tempestas,,,,Voluntas Martis,,,,,,,,,,Pluto's Audacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vox Praetoriae,,Quirini Gladius,,,,Victoriae Hasta,,,,,,,,,,Diana's Tempest,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ira Praetoriae,,Pugio Felicitatis,,,,Fulmen Felicitatis,,,,,,,,,,Fist of Tellus,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voluntas Praetoriae,,Victoriae Tenacitas,,,,Vox Manii,,,,,,,,,,Minerva's Vigil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fulmen Praetoriae,,Ultoris Currus,,,,Tychon Ira,,,,,,,,,,Minerva's Gladius,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pugnus Praetoriae,,Tenacitas Bellonae,,,,Vox Scipionis,,,,,,,,,,Faunus's Rage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vis Praetoriae,,Timoris Sagitta,,,,Tutelae Imperium,,,,,,,,,,Jupiter's Thunder,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vox Tutelae,,Audacia Felicitatis,,,,Justitiae Ira,,,,,,,,,,Fortuna's Rage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ira Tutelae,,Metus Sagitta,,,,Voluntas Virtutis,,,,,,,,,,Bolt of Bacchus,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voluntas Tutelae,,Tutelae Vigilia,,,,Justitiae Gladius,,,,,,,,,,Saturn's Storm,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fulmen Tutelae,,Ignis Fidei,,,,Voluntas Praetoriae,,,,,,,,,,Wrath of Pluto,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pugnus Tutelae,,Voluntas Bellonae,,,,Quirini Gladius,,,,,,,,,,Sol's Rage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vis Tutelae,,Vis Metus,,,,Quirini Tenacitas,,,,,,,,,,Vulcan's Chariot,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vox Metus,,Procella Felicitatis,,,,Vox Pavoris,,,,,,,,,,Diana's Tenacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ira Metus,,Sagitta Honoris,,,,Furor Ultoris,,,,,,,,,,Fortuna's Pugio,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voluntas Metus,,Imperium Fortunae,,,,Pavoris Tenacitas,,,,,,,,,,Will of Tellus,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fulmen Metus,,Tempestas Manii,,,,Hasta Concordiae,,,,,,,,,,Mercury's Ire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pugnus Metus,,Vis Victoriae,,,,Praetoriae Tenacitas,,,,,,,,,,Sol's Gladius,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vis Metus,,Vindex Pilum,,,,Disciplinae Ira,,,,,,,,,,Wrath of Vulcan,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vox Quirini,,Ignis Manii,,,,Timoris Scutum,,,,,,,,,,Bacchus's Gladius,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ira Quirini,,Pugio Fidei,,,,Vindex Virtus,,,,,,,,,,Wrath of Faunus,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voluntas Quirini,,Quirini Audacia,,,,Scipio Tonitrua,,,,,,,,,,Might of Janus,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fulmen Quirini,,Currus Manii,,,,Disciplinae Furor,,,,,,,,,,Juno's Pilum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pugnus Quirini,,Voluntas Praetoriae,,,,Vis Martis,,,,,,,,,,Fist of Fortuna,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vis Quirini,,Vis Tychonis,,,,Praetoriae Iracundia,,,,,,,,,,Saturn's Courage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vox Vindex,,Vox Disciplinae,,,,Voluntas Quirini,,,,,,,,,,Will of Saturn,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ira Vindex,,Furor Ultoris,,,,Ire Manii,,,,,,,,,,Might of Sol,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voluntas Vindex,,Timoris Gladius,,,,Vigilia Fidei,,,,,,,,,,Sol's Storm,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fulmen Vindex,,Sagitta Manii,,,,Vis Quirini,,,,,,,,,,Minerva's Rage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pugnus Vindex,,Pilum Bellonae,,,,Metus Tempestas,,,,,,,,,,Sol's Fire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vis Vindex,,Ultoris Sagitta,,,,Disciplinae Sagitta,,,,,,,,,,Fortuna's Vigil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vox Tychonis,,Ira Metus,,,,Sagitta Bellonae,,,,,,,,,,Might of Faunus,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ira Tychonis,,Voluntas Felicitatis,,,,Vox Iustitiae,,,,,,,,,,Minerva's Hasta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voluntas Tychonis,,Ira Honoris,,,,Vox Martis,,,,,,,,,,Ceres's Courage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fulmen Tychonis,,Victoriae Pilum,,,,Praetoriae Virtus,,,,,,,,,,Vesta's Gladius,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pugnus Tychonis,,Quirini Valor,,,,Scutum Fidei,,,,,,,,,,Apollo's Audacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vis Tychonis,,Praetoriae Gladius,,,,Metus Ira,,,,,,,,,,Minerva's Fury,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vox Scipionis,,Disciplinae Virtus,,,,Vis Timoris,,,,,,,,,,Tellus's Tenacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ira Scipionis,,Sagitta Concordiae,,,,Pilum Fortunae,,,,,,,,,,Neptune's Gladius,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voluntas Scipionis,,Vindex Spatha,,,,Tonitrus Virtutis,,,,,,,,,,Sol's Tempest,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fulmen Scipionis,,Vis Scipionis,,,,Tempestas Manii,,,,,,,,,,Jupiter's Tempest,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pugnus Scipionis,,Scipio Furor,,,,Procella Concordiae,,,,,,,,,,Voice of Venus,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vis Scipionis,,Pugnus Scipionis,,,,Disciplinae Valor,,,,,,,,,,Janus's Pugio,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vox Manii,,Spatha Virtutis,,,,Ultoris Pilum,,,,,,,,,,Mercury's Scutum,,,
