namelist_title,namelist_author,namelist_id,an_assault_army,an_clone_army,an_defense_army,an_gene_warrior_army,an_industrial_army,an_machine_assault_1,an_machine_assault_2,an_machine_assault_3,an_machine_defense,an_occupation_army,an_postatomic_army,an_primitive_army,an_psionic_army,an_robotic_army,an_robotic_defense_army,an_robotic_occupation_army,an_slave_army,an_undead_army,an_xenomorph_army,cn_first_names_female,cn_first_names_male,cn_regnal_first_names_female,cn_regnal_first_names_male,cn_regnal_second_names,cn_second_names,fn_fleet_names,fn_random_names,pn_alpine_planets,pn_arctic_planets,pn_arid_planets,pn_continental_planets,pn_desert_planets,pn_gaia_planets,pn_generic_planets,pn_ocean_planets,pn_savannah_planets,pn_tropical_planets,pn_tundra_planets,sn_battle_cruiser,sn_battleship,sn_carrier,sn_colonizer,sn_colossus,sn_constructor,sn_corvette,sn_cruiser,sn_destroyer,sn_dreadnought,sn_exploration_ship,sn_flagship,sn_frigate,sn_generic,sn_headquarters,sn_ion_cannon,sn_juggernaut,sn_military_station_large,sn_military_station_medium,sn_military_station_small,sn_science,sn_sponsored_colonizer,sn_striker_cruiser,sn_titan,sn_transport,sn_xl_cannon
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cupid's Valor,,,,,,Tychon's Thunder,Mercury's Pilum,Vindex's Ire,,,,Concordia's Courage,,,,,,,,,,Will of Faunus,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sol's Audacity,,,,,,Scipio's Chariot,Luna's Gladius,Victoria's Hasta,,,,Will of Concordia,,,,,,,,,,Faunus's Storm,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Faunus's Pugio,,,,,,Scipio's Courage,Will of Mercury,Ultor's Vigil,,,,Felicitas's Tenacity,,,,,,,,,,Neptune's Tenacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Will of Cupid,,,,,,Scipio's Gladius,Bacchus's Pilum,Wrath of Bellona,,,,Timor's Command,,,,,,,,,,Juno's Valor,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apollo's Thunder,,,,,,Scipio's Command,Diana's Courage,Fortuna's Vigil,,,,Manius's Courage,,,,,,,,,,Minerva's Spatha,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sol's Command,,,,,,Scipio's Fire,Bolt of Mars,Metus's Rage,,,,Justitia's Gladius,,,,,,,,,,Tellus's Pugio,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pluto's Thunder,,,,,,Scipio's Vigil,Cupid's Pilum,Felicitas's Vigil,,,,Scipio's Fury,,,,,,,,,,Will of Ceres,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Janus's Fire,,,,,,Scipio's Sagitta,Voice of Tellus,Wrath of Tychon,,,,Voice of Pavor,,,,,,,,,,Jupiter's Vigil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mercury's Thunder,,,,,,Scipio's Pugio,Fist of Pluto,Pavor's Thunder,,,,Bolt of Bellona,,,,,,,,,,Ceres's Gladius,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Janus's Rage,,,,,,Scipio's Pilum,Janus's Fury,Mars's Pilum,,,,Mars's Pilum,,,,,,,,,,Diana's Pilum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Might of Minerva,,,,,,Scipio's Spatha,Voice of Saturn,Praetoria's Chariot,,,,Ultor's Pugio,,,,,,,,,,Might of Mercury,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mars's Spatha,,,,,,Scipio's Hasta,Jupiter's Chariot,Scipio's Gladius,,,,Praetoria's Ire,,,,,,,,,,Ceres's Ire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saturn's Tempest,,,,,,Scipio's Scutum,Neptune's Hasta,Voice of Scipio,,,,Will of Virtus,,,,,,,,,,Fist of Bacchus,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wrath of Minerva,,,,,,Scipio's Fury,Tellus's Spatha,Honos's Vigil,,,,Might of Felicitas,,,,,,,,,,Pluto's Fury,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bolt of Apollo,,,,,,Scipio's Rage,Sol's Vigil,Will of Victoria,,,,Mars's Audacity,,,,,,,,,,Wrath of Sol,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luna's Hasta,,,,,,Scipio's Valor,Will of Sol,Might of Manius,,,,Justitia's Tempest,,,,,,,,,,Tellus's Sagitta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Might of Mercury,,,,,,Scipio's Tenacity,Minerva's Courage,Fides's Rage,,,,Praetoria's Pugio,,,,,,,,,,Fortuna's Audacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neptune's Audacity,,,,,,Scipio's Audacity,Janus's Storm,Volusianus's Command,,,,Mars's Thunder,,,,,,,,,,Venus's Audacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Will of Fortuna,,,,,,Scipio's Ire,Might of Mars,Tutela's Sagitta,,,,Fortuna's Storm,,,,,,,,,,Saturn's Audacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mercury's Chariot,,,,,,Scipio's Storm,Mars's Vigil,Might of Fortuna,,,,Virtus's Ire,,,,,,,,,,Neptune's Thunder,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fist of Jupiter,,,,,,Scipio's Tempest,Will of Tellus,Bolt of Pavor,,,,Praetoria's Thunder,,,,,,,,,,Luna's Hasta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sol's Ire,,,,,,Scipio's Thunder,Neptune's Rage,Mars's Thunder,,,,Vindex's Gladius,,,,,,,,,,Faunus's Fire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vesta's Scutum,,,,,,Voice of Bellona,Luna's Rage,Justitia's Tempest,,,,Mars's Hasta,,,,,,,,,,Luna's Pilum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apollo's Tempest,,,,,,Wrath of Bellona,Vulcan's Command,Fist of Ultor,,,,Will of Vindex,,,,,,,,,,Apollo's Vigil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Faunus's Courage,,,,,,Will of Bellona,Pluto's Ire,Scipio's Chariot,,,,Fortuna's Tenacity,,,,,,,,,,Diana's Gladius,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ceres's Spatha,,,,,,Bolt of Bellona,Minerva's Tempest,Justitia's Command,,,,Vindex's Scutum,,,,,,,,,,Venus's Tenacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luna's Command,,,,,,Fist of Bellona,Will of Saturn,Fist of Quirinus,,,,Praetoria's Chariot,,,,,,,,,,Saturn's Spatha,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bacchus's Command,,,,,,Might of Bellona,Ceres's Fury,Concordia's Sagitta,,,,Fortuna's Scutum,,,,,,,,,,Luna's Tenacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fist of Saturn,,,,,,Voice of Victoria,Bolt of Jupiter,Bolt of Victoria,,,,Virtus's Vigil,,,,,,,,,,Diana's Fire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Might of Bacchus,,,,,,Wrath of Victoria,Vesta's Audacity,Pavor's Valor,,,,Virtus's Pugio,,,,,,,,,,Cupid's Chariot,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mercury's Vigil,,,,,,Will of Victoria,Voice of Neptune,Manius's Rage,,,,Fortuna's Rage,,,,,,,,,,Cupid's Hasta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minerva's Rage,,,,,,Bolt of Victoria,Sol's Tenacity,Virtus's Audacity,,,,Scipio's Hasta,,,,,,,,,,Fortuna's Fury,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minerva's Valor,,,,,,Fist of Victoria,Fortuna's Fire,Disciplina's Fury,,,,Manius's Spatha,,,,,,,,,,Minerva's Ire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pluto's Vigil,,,,,,Might of Victoria,Mercury's Rage,Honos's Storm,,,,Manius's Chariot,,,,,,,,,,Vulcan's Scutum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vulcan's Sagitta,,,,,,Voice of Mars,Pluto's Tenacity,Voice of Bellona,,,,Manius's Pugio,,,,,,,,,,Mercury's Hasta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juno's Tenacity,,,,,,Wrath of Mars,Apollo's Valor,Pavor's Storm,,,,Ultor's Fire,,,,,,,,,,Pluto's Fire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diana's Pilum,,,,,,Will of Mars,Jupiter's Command,Concordia's Rage,,,,Wrath of Concordia,,,,,,,,,,Neptune's Pilum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tellus's Ire,,,,,,Bolt of Mars,Juno's Valor,Will of Quirinus,,,,Honos's Audacity,,,,,,,,,,Faunus's Pugio,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luna's Gladius,,,,,,Fist of Mars,Faunus's Spatha,Disciplina's Tempest,,,,Will of Timor,,,,,,,,,,Vesta's Chariot,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neptune's Pugio,,,,,,Might of Mars,Fist of Diana,Timor's Tempest,,,,Justitia's Command,,,,,,,,,,Vesta's Ire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Will of Bacchus,,,,,,Voice of Virtus,Wrath of Minerva,Tutela's Valor,,,,Tychon's Ire,,,,,,,,,,Will of Mars,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pluto's Sagitta,,,,,,Wrath of Virtus,Faunus's Ire,Manius's Sagitta,,,,Quirinus's Audacity,,,,,,,,,,Cupid's Gladius,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jupiter's Spatha,,,,,,Will of Virtus,Pluto's Command,Concordia's Gladius,,,,Disciplina's Pilum,,,,,,,,,,Neptune's Vigil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juno's Valor,,,,,,Bolt of Virtus,Ceres's Valor,Metus's Pilum,,,,Praetoria's Tempest,,,,,,,,,,Luna's Thunder,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luna's Rage,,,,,,Fist of Virtus,Ceres's Pilum,Virtus's Command,,,,Praetoria's Audacity,,,,,,,,,,Venus's Scutum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jupiter's Storm,,,,,,Might of Virtus,Might of Faunus,Will of Felicitas,,,,Ultor's Courage,,,,,,,,,,Tellus's Hasta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diana's Storm,,,,,,Voice of Fortuna,Vulcan's Ire,Metus's Storm,,,,Felicitas's Audacity,,,,,,,,,,Fortuna's Storm,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saturn's Spatha,,,,,,Wrath of Fortuna,Vulcan's Spatha,Might of Concordia,,,,Bolt of Honos,,,,,,,,,,Tellus's Rage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vulcan's Rage,,,,,,Will of Fortuna,Vesta's Tempest,Tutela's Pilum,,,,Bolt of Felicitas,,,,,,,,,,Jupiter's Rage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Venus's Courage,,,,,,Bolt of Fortuna,Luna's Thunder,Virtus's Tempest,,,,Voice of Timor,,,,,,,,,,Ceres's Tempest,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mercury's Sagitta,,,,,,Fist of Fortuna,Fist of Bacchus,Tutela's Chariot,,,,Timor's Vigil,,,,,,,,,,Mars's Thunder,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Faunus's Hasta,,,,,,Might of Fortuna,Mars's Scutum,Bolt of Virtus,,,,Disciplina's Audacity,,,,,,,,,,Jupiter's Ire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pluto's Courage,,,,,,Voice of Felicitas,Venus's Chariot,Vindex's Chariot,,,,Pavor's Tempest,,,,,,,,,,Might of Venus,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Venus's Storm,,,,,,Wrath of Felicitas,Vesta's Command,Quirinus's Hasta,,,,Quirinus's Pugio,,,,,,,,,,Neptune's Spatha,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fortuna's Rage,,,,,,Will of Felicitas,Wrath of Janus,Will of Justitia,,,,Ultor's Ire,,,,,,,,,,Fortuna's Fire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neptune's Fire,,,,,,Bolt of Felicitas,Neptune's Fire,Vindex's Tempest,,,,Metus's Spatha,,,,,,,,,,Fortuna's Tempest,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vesta's Rage,,,,,,Fist of Felicitas,Faunus's Command,Quirinus's Spatha,,,,Victoria's Storm,,,,,,,,,,Venus's Thunder,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pluto's Spatha,,,,,,Might of Felicitas,Fist of Saturn,Tutela's Fire,,,,Volusianus's Gladius,,,,,,,,,,Sol's Valor,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Janus's Fury,,,,,,Voice of Concordia,Mercury's Tempest,Virtus's Thunder,,,,Concordia's Sagitta,,,,,,,,,,Saturn's Fire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bolt of Mars,,,,,,Wrath of Concordia,Might of Venus,Might of Ultor,,,,Manius's Storm,,,,,,,,,,Apollo's Courage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saturn's Fury,,,,,,Will of Concordia,Juno's Pugio,Victoria's Chariot,,,,Disciplina's Fury,,,,,,,,,,Fist of Venus,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sol's Storm,,,,,,Bolt of Concordia,Might of Jupiter,Disciplina's Storm,,,,Mars's Courage,,,,,,,,,,Jupiter's Audacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mars's Hasta,,,,,,Fist of Concordia,Bolt of Apollo,Wrath of Honos,,,,Disciplina's Pugio,,,,,,,,,,Faunus's Ire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vesta's Spatha,,,,,,Might of Concordia,Tellus's Tenacity,Disciplina's Valor,,,,Vindex's Ire,,,,,,,,,,Apollo's Scutum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neptune's Pilum,,,,,,Voice of Fides,Diana's Thunder,Volusianus's Rage,,,,Might of Pavor,,,,,,,,,,Vesta's Spatha,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luna's Chariot,,,,,,Wrath of Fides,Vulcan's Courage,Vindex's Fire,,,,Victoria's Sagitta,,,,,,,,,,Faunus's Command,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luna's Pugio,,,,,,Will of Fides,Fist of Faunus,Bolt of Vindex,,,,Tychon's Command,,,,,,,,,,Mercury's Gladius,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voice of Venus,,,,,,Bolt of Fides,Venus's Pilum,Mars's Ire,,,,Will of Metus,,,,,,,,,,Vesta's Tempest,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vulcan's Pugio,,,,,,Fist of Fides,Jupiter's Audacity,Fist of Virtus,,,,Volusianus's Fury,,,,,,,,,,Sol's Thunder,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jupiter's Fury,,,,,,Might of Fides,Janus's Valor,Fist of Vindex,,,,Bolt of Quirinus,,,,,,,,,,Bolt of Mercury,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wrath of Juno,,,,,,Voice of Honos,Juno's Storm,Tychon's Gladius,,,,Victoria's Pugio,,,,,,,,,,Mars's Tempest,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juno's Pilum,,,,,,Wrath of Honos,Janus's Ire,Victoria's Scutum,,,,Fist of Vindex,,,,,,,,,,Mercury's Sagitta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apollo's Fury,,,,,,Will of Honos,Bacchus's Ire,Fortuna's Pilum,,,,Manius's Thunder,,,,,,,,,,Faunus's Courage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bolt of Mercury,,,,,,Bolt of Honos,Pluto's Gladius,Tychon's Tempest,,,,Fortuna's Pugio,,,,,,,,,,Juno's Pugio,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sol's Tenacity,,,,,,Fist of Honos,Pluto's Audacity,Will of Tychon,,,,Victoria's Thunder,,,,,,,,,,Pluto's Audacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voice of Vesta,,,,,,Might of Honos,Fist of Apollo,Mars's Vigil,,,,Wrath of Volusianus,,,,,,,,,,Diana's Tempest,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fortuna's Thunder,,,,,,Voice of Justitia,Tellus's Audacity,Manius's Pilum,,,,Mars's Sagitta,,,,,,,,,,Fist of Tellus,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sol's Sagitta,,,,,,Wrath of Justitia,Minerva's Pugio,Praetoria's Gladius,,,,Tutela's Chariot,,,,,,,,,,Minerva's Vigil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wrath of Sol,,,,,,Will of Justitia,Cupid's Rage,Disciplina's Tenacity,,,,Volusianus's Fire,,,,,,,,,,Minerva's Gladius,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bacchus's Sagitta,,,,,,Bolt of Justitia,Mars's Audacity,Vindex's Pugio,,,,Tutela's Thunder,,,,,,,,,,Faunus's Rage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sol's Vigil,,,,,,Fist of Justitia,Minerva's Storm,Praetoria's Valor,,,,Concordia's Fury,,,,,,,,,,Jupiter's Thunder,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cupid's Spatha,,,,,,Might of Justitia,Jupiter's Gladius,Victoria's Command,,,,Justitia's Sagitta,,,,,,,,,,Fortuna's Rage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pluto's Valor,,,,,,Voice of Ultor,Bacchus's Rage,Wrath of Fides,,,,Quirinus's Vigil,,,,,,,,,,Bolt of Bacchus,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vulcan's Chariot,,,,,,Wrath of Ultor,Janus's Fire,Honos's Pugio,,,,Bellona's Storm,,,,,,,,,,Saturn's Storm,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Janus's Vigil,,,,,,Will of Ultor,Faunus's Pugio,Metus's Ire,,,,Fortuna's Thunder,,,,,,,,,,Wrath of Pluto,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tellus's Scutum,,,,,,Bolt of Ultor,Cupid's Scutum,Fides's Valor,,,,Fides's Command,,,,,,,,,,Sol's Rage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vulcan's Audacity,,,,,,Fist of Ultor,Luna's Audacity,Felicitas's Gladius,,,,Felicitas's Storm,,,,,,,,,,Vulcan's Chariot,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minerva's Tempest,,,,,,Might of Ultor,Ceres's Rage,Might of Virtus,,,,Pavor's Pilum,,,,,,,,,,Diana's Tenacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neptune's Fury,,,,,,Voice of Pavor,Will of Minerva,Mars's Command,,,,Manius's Ire,,,,,,,,,,Fortuna's Pugio,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Venus's Command,,,,,,Wrath of Pavor,Tellus's Pugio,Timor's Thunder,,,,Fides's Audacity,,,,,,,,,,Will of Tellus,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diana's Tenacity,,,,,,Will of Pavor,Juno's Courage,Tutela's Command,,,,Fortuna's Tempest,,,,,,,,,,Mercury's Ire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pluto's Tempest,,,,,,Bolt of Pavor,Will of Diana,Vindex's Gladius,,,,Honos's Valor,,,,,,,,,,Sol's Gladius,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Might of Saturn,,,,,,Fist of Pavor,Cupid's Fury,Fides's Pugio,,,,Will of Fides,,,,,,,,,,Wrath of Vulcan,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ceres's Sagitta,,,,,,Might of Pavor,Vesta's Chariot,Vindex's Command,,,,Bellona's Chariot,,,,,,,,,,Bacchus's Gladius,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voice of Pluto,,,,,,Voice of Timor,Vulcan's Tempest,Scipio's Tenacity,,,,Will of Manius,,,,,,,,,,Wrath of Faunus,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cupid's Tempest,,,,,,Wrath of Timor,Vesta's Valor,Concordia's Pilum,,,,Might of Quirinus,,,,,,,,,,Might of Janus,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juno's Courage,,,,,,Will of Timor,Mars's Courage,Will of Timor,,,,Scipio's Courage,,,,,,,,,,Juno's Pilum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vulcan's Ire,,,,,,Bolt of Timor,Juno's Vigil,Tychon's Chariot,,,,Fides's Scutum,,,,,,,,,,Fist of Fortuna,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bacchus's Fury,,,,,,Fist of Timor,Venus's Tenacity,Honos's Fury,,,,Voice of Justitia,,,,,,,,,,Saturn's Courage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mercury's Valor,,,,,,Might of Timor,Fist of Jupiter,Scipio's Courage,,,,Vindex's Courage,,,,,,,,,,Will of Saturn,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apollo's Valor,,,,,,Voice of Disciplina,Minerva's Sagitta,Concordia's Scutum,,,,Wrath of Quirinus,,,,,,,,,,Might of Sol,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cupid's Gladius,,,,,,Wrath of Disciplina,Diana's Pilum,Pavor's Pilum,,,,Bolt of Ultor,,,,,,,,,,Sol's Storm,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bolt of Bacchus,,,,,,Will of Disciplina,Faunus's Valor,Scipio's Rage,,,,Fist of Felicitas,,,,,,,,,,Minerva's Rage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Faunus's Tenacity,,,,,,Bolt of Disciplina,Minerva's Vigil,Virtus's Rage,,,,Fist of Concordia,,,,,,,,,,Sol's Fire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juno's Spatha,,,,,,Fist of Disciplina,Venus's Storm,Scipio's Tempest,,,,Vindex's Command,,,,,,,,,,Fortuna's Vigil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tellus's Sagitta,,,,,,Might of Disciplina,Bolt of Vesta,Volusianus's Pilum,,,,Tychon's Audacity,,,,,,,,,,Might of Faunus,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fortuna's Ire,,,,,,Voice of Praetoria,Vulcan's Hasta,Bellona's Audacity,,,,Scipio's Fire,,,,,,,,,,Minerva's Hasta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Faunus's Vigil,,,,,,Wrath of Praetoria,Tellus's Storm,Metus's Scutum,,,,Ultor's Pilum,,,,,,,,,,Ceres's Courage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sol's Rage,,,,,,Will of Praetoria,Bacchus's Fury,Justitia's Ire,,,,Bellona's Valor,,,,,,,,,,Vesta's Gladius,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bolt of Vesta,,,,,,Bolt of Praetoria,Jupiter's Rage,Tychon's Storm,,,,Might of Volusianus,,,,,,,,,,Apollo's Audacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Will of Vesta,,,,,,Fist of Praetoria,Bolt of Tellus,Pavor's Fury,,,,Concordia's Hasta,,,,,,,,,,Minerva's Fury,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tellus's Vigil,,,,,,Might of Praetoria,Mercury's Ire,Praetoria's Audacity,,,,Will of Quirinus,,,,,,,,,,Tellus's Tenacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Will of Juno,,,,,,Voice of Tutela,Diana's Tenacity,Fist of Mars,,,,Bolt of Fortuna,,,,,,,,,,Neptune's Gladius,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diana's Thunder,,,,,,Wrath of Tutela,Luna's Sagitta,Honos's Spatha,,,,Fortuna's Fury,,,,,,,,,,Sol's Tempest,,,
